success;error;secret[SHA1];priv;pub;curve;params;apdu;sws
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
1;0;1f1296fa7568fd489b605784fe119655088b24f9;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0495dc9fdd00088f1f6be27274543581e44352d278d7f09d5ed2e5b096550135834c7342cfab5eadddcdfd38a43a59d3c33a48025f7e8a6e38910139d3380df98f;0xb193038f0e7fc3f584143979539a9523d5436918d367796f7b9004349d898315,0x8e93451f2111430272f73e29e8350a6c948006629eb5875267d3cce205760ad7,0x11d633bff21565021f1db316f40ae3c5a13210846d59b316109d875a8ea022a0,0x3fc7eee0cf3f5376f46f0e8624c21b7c62e1116e6af1ec0b31224e040fceff45,0x64c005b4be2678741b04a14918f62fb34eb3ee57851676b6cf811ed0fba119e1,0xb193038f0e7fc3f584143979539a952258c981c7873fe1fac20a1cbca9cd4a91,0x01;1f1296fa7568fd489b605784fe119655088b24f9;900000141f1296fa7568fd489b605784fe119655088b24f9;36864
