success;error;priv;pub;curve;params;apdu;sws
1;0;0x11710136ae7d0345b322f8056dc8904cf91f2707889f13d2501ce1aa2944b8ff;04b34233ab69e21723abdb12c023bf6e955e183f3e7562f77d36de79568fbaea440d665c250c1af77d6a4a3c743efbf06dd1759ec14753463a496d3976d7a346bb;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x6ef17e5f24fad72a3b6c44d223793d419b24100e0cb5327867f44d0713fbef0c;043eb9004c984fef02a8eb77e19cb13167517b45f37599d714ec90d5699b39e3e76fe09a7a1f88784a8668b84bfed28895093fea229fe7a12775bc8bae559d4b11;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x7ff0dd8412c3f2ff59794f19bf320f05c3a6a3a1f125120a1cd254495fc6c2aa;048c0b664cca6e9e9cfd5acb36ce7c6523f686240be6410ad88a6f8a888afae546a87e250547a8ea7fff810b4029f30f056f21a9f5a21ddff543a43c698cf4117f;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0xaaf11afe97e47e8628c3fcd2540e303d9eeff73992649b5fa496c289b3bd5ce0;049fed8b8b603f364508449092ddcf335786cf6cfdd4cc8d39e22feb0ae9072072a23b9a4f5e26d8d1168abacbccc837aac69be3a09b74363e0c8ef711b7565b59;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x754ad0f3fde6341d664bad1e2558be159c23910f9d17721b779b0045f5127382;04aaf4c0d5de584c8cb3b3a85ddf399d45301b4755eacaf9a8d2e86c8a0a90aedd0513dc068ab1b8d0cb5f6abef2abd2fc62fe18096692ffb71b264192ade8ce2e;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x3f0960cd6d1f41e58af88b7f9bf436337541c7be7d1fa6d60b1289d7ea3a28e8;0403097f8b22f9971ddf2338c33a34241247c419b5a1d9d47b0002f87834479f3ea5e73c78df9fe49351033d1fc8757b375975168af1b61ab84284995356b43e79;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x50cf7ad602cc4cc4069d248e9171f1228b5d5d8f22a5b2c1a7fef45ba076d9e1;0499393c37197a11989b66205ac38a7a56155e280a01e86ec24893fb85d88251233470880753a9126d130e57a5da14d5c3ee748ab02ab87602b74c5faf6dcd5e4d;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x86b2dbd9a029c33d77cf6e5e832d152d7c473eec9350030df854ba27706e3944;0419e33fa6a73edd2ac83e1f31e86e74870d1cd59876bf6022d9a7334fc64ed76348b637d18f4081a12610d2afca4b7b4f949c7c13999a9ab311b9295ef8203fa1;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x72e1c874136e4c0f6c5d29a6400aee378ba1ebdb73525a8fc98253660d08d7f1;0423dce70161382dd165f5b50f337703d8e9f260dbc012fbea9109e5f67c59c16f2ad8fc7a4754fdf0313027f605e7332deb765b69933a5adee0b96c8939dc99db;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
1;0;0x84d79f2d2814a517903150f6a780112b1028e03a948254170c8b54bc46aa523a;040d6a3a15dda8710504da0ec1f1db927de2fc6404020f9d355b23fe5a018324076e9abf0a8c214e10e484540b90dca5345e1a8985cf65c5a3508373d6d258478c;0xbb6a8d6996bd115b99c7d1a1c678808f6d43f0b068af1c8b47c7ce8e27b98533,0x7ae7444e9b318b051a97c6d69c9a9942fde73214c3a3a45c8d1f4baf8a42d375,0x85426732d50522f0b79d87354150f12ca6aa458e5cd6afb18b501e6bf89053bb,0x5567babc4cb5bdca275d8113a8d920f6144297b8c67ec4a0565feaafaf8897d6,0x2b9eed4a65443467d4893ac438c6ef62be02125344c72f5c53fc81e29fd754b1,0xbb6a8d6996bd115b99c7d1a1c678808dc0471b206ed6811e71635dc44c9de7d1,0x01;;9000;36864
