success;error;signature;valid;data;nonce;priv;pub;curve;params;apdu;sws
1;0;3044022004ee0d9a4edc4f112802209759193c95141a42ee378c6f5c0e0b1acce33eed3902203a9603e373b699cab876a82b3e62606b88da196236586e7dd859f71cd352b430;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x283837d7a6a7e74c08b267698feceafb471c27a94124dccec4920259849a3c6d;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;3044022004ee0d9a4edc4f112802209759193c95141a42ee378c6f5c0e0b1acce33eed3902203a9603e373b699cab876a82b3e62606b88da196236586e7dd859f71cd352b430;900000463044022004ee0d9a4edc4f112802209759193c95141a42ee378c6f5c0e0b1acce33eed3902203a9603e373b699cab876a82b3e62606b88da196236586e7dd859f71cd352b430;36864
1;0;30440220022a5a19cf9cdac2a86c97d62053b1880d8a738eeabde5de49104cbc3c3aca7c0220517b7fdcc2972b5e4e055ab1a4c1825c05bf65d5075f10b748688dcf5f118ce6;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x1cedb4da2c6343ba1087a33728238865574a933e0b92b4b2afd9207011224d83;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;30440220022a5a19cf9cdac2a86c97d62053b1880d8a738eeabde5de49104cbc3c3aca7c0220517b7fdcc2972b5e4e055ab1a4c1825c05bf65d5075f10b748688dcf5f118ce6;9000004630440220022a5a19cf9cdac2a86c97d62053b1880d8a738eeabde5de49104cbc3c3aca7c0220517b7fdcc2972b5e4e055ab1a4c1825c05bf65d5075f10b748688dcf5f118ce6;36864
1;0;304402201c9133e129149eee381f30436115615a4956243ec5093eac09a57b5e4c4abcb702204bf4a4506adeb9f132e4d61372576e0191d8d1ab0888148dd3c10087e66dc7a9;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x5c5e047f33df8e144f0384efa32fa20ce3f8d29deed1cadf8a10466eb65e1018;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402201c9133e129149eee381f30436115615a4956243ec5093eac09a57b5e4c4abcb702204bf4a4506adeb9f132e4d61372576e0191d8d1ab0888148dd3c10087e66dc7a9;90000046304402201c9133e129149eee381f30436115615a4956243ec5093eac09a57b5e4c4abcb702204bf4a4506adeb9f132e4d61372576e0191d8d1ab0888148dd3c10087e66dc7a9;36864
1;0;304502202ae16ddb4f4703a74291f359f42a59fc1dc313692db246d6a60c4e39ca83220f02210087f3ef0ee1a8bc5f403355cd55d6eaede8d98116c44b5949fb93696ebc742347;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x37486f6283aec63c9b33b46fdadb42843949185969ad2474e1db9202d39e5492;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304502202ae16ddb4f4703a74291f359f42a59fc1dc313692db246d6a60c4e39ca83220f02210087f3ef0ee1a8bc5f403355cd55d6eaede8d98116c44b5949fb93696ebc742347;90000047304502202ae16ddb4f4703a74291f359f42a59fc1dc313692db246d6a60c4e39ca83220f02210087f3ef0ee1a8bc5f403355cd55d6eaede8d98116c44b5949fb93696ebc742347;36864
1;0;30450221009b3dad55094e3db98b885e8c00f565d47c0ac213b40dfb8adf75b6377d4e31a50220039050dc56c57d9ff569cfc27f53ac28103784b8c52dab965c573caf1daf2806;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x6034e75ecf71fb6264359b0609fe54f7e4c80183c7dbfd6d9dcf8338611c6806;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;30450221009b3dad55094e3db98b885e8c00f565d47c0ac213b40dfb8adf75b6377d4e31a50220039050dc56c57d9ff569cfc27f53ac28103784b8c52dab965c573caf1daf2806;9000004730450221009b3dad55094e3db98b885e8c00f565d47c0ac213b40dfb8adf75b6377d4e31a50220039050dc56c57d9ff569cfc27f53ac28103784b8c52dab965c573caf1daf2806;36864
1;0;304402201ce787338d0619f25cd40fce29eb29837586ec08f64acea0e13502c1d178e81f02203ed337bffbeee4a06eba534176151fe241dcbc2802d01454664901027797ff4b;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x8f41a95f7636a96db2a19b88568c66b769f893c2ccc89f022d157cddaff152ee;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402201ce787338d0619f25cd40fce29eb29837586ec08f64acea0e13502c1d178e81f02203ed337bffbeee4a06eba534176151fe241dcbc2802d01454664901027797ff4b;90000046304402201ce787338d0619f25cd40fce29eb29837586ec08f64acea0e13502c1d178e81f02203ed337bffbeee4a06eba534176151fe241dcbc2802d01454664901027797ff4b;36864
1;0;3045022100809114b1662ead09bd949543fcdd1bb9b5d659af4480ea8f316fef8803af552502203fe251d78c916ade12785cb269b3afedf439d03380e5bc054fc3d72fd64022cf;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x423ffee74b96929030e1dbcc2c38be33eb41a89141ed07c4aff10f4d42cf7b;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;3045022100809114b1662ead09bd949543fcdd1bb9b5d659af4480ea8f316fef8803af552502203fe251d78c916ade12785cb269b3afedf439d03380e5bc054fc3d72fd64022cf;900000473045022100809114b1662ead09bd949543fcdd1bb9b5d659af4480ea8f316fef8803af552502203fe251d78c916ade12785cb269b3afedf439d03380e5bc054fc3d72fd64022cf;36864
1;0;304402206d208ed213ac51d0aa6c7f647ca0bd904114ce52d526bceda133e338fdbc40110220551575b13631b2a9f19af4fe2feb7b3cf8f9a3a3573143bc079fcaa80dcfa493;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x9535432ec76dd655f7a0f690c761bdc2eababa45f9cf27a6cc7e39f925b3246e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402206d208ed213ac51d0aa6c7f647ca0bd904114ce52d526bceda133e338fdbc40110220551575b13631b2a9f19af4fe2feb7b3cf8f9a3a3573143bc079fcaa80dcfa493;90000046304402206d208ed213ac51d0aa6c7f647ca0bd904114ce52d526bceda133e338fdbc40110220551575b13631b2a9f19af4fe2feb7b3cf8f9a3a3573143bc079fcaa80dcfa493;36864
1;0;304402202f8dacdd94b59ec4a9d5937cadc8c9c71ca7cd414cd7bcafe3498d2e8e8691fc0220096f0a21ce06b23c78d32adb8d0f13ddb6a5690cf8dc709373b8f71f33852d91;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x12a03117ba51f6836944de6e201eebe2ec03136a2775073f39a8ed5a3f0f967c;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;304402202f8dacdd94b59ec4a9d5937cadc8c9c71ca7cd414cd7bcafe3498d2e8e8691fc0220096f0a21ce06b23c78d32adb8d0f13ddb6a5690cf8dc709373b8f71f33852d91;90000046304402202f8dacdd94b59ec4a9d5937cadc8c9c71ca7cd414cd7bcafe3498d2e8e8691fc0220096f0a21ce06b23c78d32adb8d0f13ddb6a5690cf8dc709373b8f71f33852d91;36864
1;0;3044022032c3fb8c5b43737f19f26d3dd2ce2579c7faa2c8ba92de535989ff7741026666022056d87454514d7bcf7e4fab252fbc49021130651ff41e5bb685dd102db8904d7d;;e8c86c9596e46403c211206617b8bcdd160a673b0b1304869f5559e3afe99d79;0x1063e2e2a027ffe00435e65e3f2e372ff3a39fbc61068e7a73b8b5c0d7fcf585;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;0473d44c5b026b1050b7ce01e35084ed833acf865428ae1f4130fb1cb7173c3ad2178c1bdb3cd5f6bc6f460b26c55a49a248339f498011afb4e923f62e23b9ffd0;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c3037c1,0x01;3044022032c3fb8c5b43737f19f26d3dd2ce2579c7faa2c8ba92de535989ff7741026666022056d87454514d7bcf7e4fab252fbc49021130651ff41e5bb685dd102db8904d7d;900000463044022032c3fb8c5b43737f19f26d3dd2ce2579c7faa2c8ba92de535989ff7741026666022056d87454514d7bcf7e4fab252fbc49021130651ff41e5bb685dd102db8904d7d;36864
