index;time[nano];pubW;privS;secret[ECDH]
0;702810;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;7f3cf3289c0f31ef5c9df68f956fc93e0b61b78765ce0a001128697339d911;b3ff61acbcf3647059b57e44e520ae9c3c8f56ba9c0e271f45f316b9068431fa
1;645953;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;010a742e67a6a4b8aa0f9b4c383869a87ebe5f4c7e80bc73c1a1ce3717ee0da4;ef2dfe8f2c6b19c8aca4adc668922b841f2a542ee5452bc4e7dff23b49c760e0
2;718199;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;0099dc685bc57a24fc3ecc2386687165d8847e4875b572985e570e1db4a05fda;cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7
3;738787;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00e8e035eb0e5447f624270fb6109f53d78a5c86a220908b9975bd3831595841;15beb504461dd939e0bf3683f09091763c2d3c1cf51febae309bc971c4d73961
4;724110;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00f9f1417dcf5ee39a13a40ea13041b424ba9da7c02da18fe5934f4d49ebc6a6;535b32e6e3bfe5157ca8bccb65797a67ab278d67ee8e9370eed37f9de8f35e5e
5;700065;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;008feb657ae700890c0f782a62bc7d9facd1c683a42f15bd5976933202b6f567;13a4f5d2bff29b619acc091e43d5c8660b1b66c7706c06f1388cea7f78ca9523
6;700325;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;0081d9d4764eb94f9a473255fe5c4dc0149713afffaca6ab5b8a2db31a4ef2ed;c421508af9384088a4d69ffcb51eba7f687890d92f42f4c422a72a0fe9061828
7;723990;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;010515efe08c1193d053dbc8f940dca2d22b0fc28e90079944b1b9f8e6d6a035;b3ff61acbcf3647059b57e44e520ae9c3c8f56ba9c0e271f45f316b9068431fa
8;696428;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;012c2999e005588c56e56c11d102cea228e4fca54ecf1b78fb74bcab4de1d574;ba12faaf3662b635989c6d6bebabd7ef8e52384011836c435f99792a4c252430
9;739709;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;7452c3cbf094d86ae24827640c206b276b3d675a7d8de4a677d65db699c844;9217ee334f2e42775fab602bacd71f62a0bd2f542f6c3788fbbaab4f507f0433
10;743677;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;4fe52b6030649842564eb1f25821e4bb7074fa5f1d3310bdc0f3eb26c12291;b2af42f186d97dd955ce0a115b0fc596c3fae0cd760f4f9805eddaf0ec54e4fb
11;709423;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00e34e7bb0e1a3612dfb0b5b3f8d4f3380297b69a076ba30d9fde68e8cef744d;3cf9ca8171fd840bc9ff00d12de9c0cdceb747829bf224d1d1d92b514001c501
12;699745;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;22cc8594d26ffc7bc0606565f95aba3c502a168a666d81b443c32e44f4d034;fceecfc8bf409a260bbfa8e328b0d15d047aed0202abefce25b293faf025dcc3
13;723539;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;36fd1759e04b0bb0fa129946d5f19e70627cd3bfb43f9425eda909b0cfb8bb;b2af42f186d97dd955ce0a115b0fc596c3fae0cd760f4f9805eddaf0ec54e4fb
14;722787;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;010e56ad299d7baa5cb36332409d763ae814e6b3ec806ace9abe07a8e1585bad;cc18d67b4aeac40ff38b112382c1c2c48830298912f588d8d764d9f0351c33e1
15;931049;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;7c13fd9e88cea43bb88839f33f0b38eb08b19b39397e487303d416c4fa0933;67525338bd509d33f0cbbd5c3e2b83b1fc30ab78da937e74f66a4d93e2e222f4
16;892747;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;0b372883a7737f952c3f67dfd63da0601191b436395823cfcac4399a8686fa;8f0c996ef5c4e43f13faf61eb114f373ff253faeb08cd9066888c2b0f001193f
17;1015687;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;010fa995d884ade8cf920d10c327999d421664bb21d95fdbfc6e533c700646ea;cc18d67b4aeac40ff38b112382c1c2c48830298912f588d8d764d9f0351c33e1
18;921381;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00b9b9fa2df60cb0c4aeee8d18c717c5ad9286658139906ef2a653c7c3444594;0c3230453b78c7672069963bcaa28cacc05ba8c5f757fdf1511e310f6c573cc9
19;967998;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;012e877bc6f0f787388106b34625e36b4220f49de1113d8e35a35399d3bb1c2b;79f9bf38e54429a114e3dc830334fd8ec0df1e80aa4e73f6a5276c626c5a0223
20;944845;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;63a6e0c1d70a0eb7b47d152c777b9cd3b3ad37987b8dd17130efb3c9f62ae8;fc79f219d7c26ee306a1a47608b0bb7827defd26823086a62ebe65c5220b0e89
21;930127;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;057ddd6960c3a99fbe456834496d4a731b1424280a14f32e20f366727fadb9;15beb504461dd939e0bf3683f09091763c2d3c1cf51febae309bc971c4d73961
22;965033;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;011cfe8bd52443a5ccff2c2bfc864d78b660728b9164580cf23ae5c3b353172f;7110885ec0e466d1d86f2959eb35d06d93981fad7253f04a584d22a272dbfb91
23;974781;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;0138cdd176ab6280eced0ad04b3e31e8623364c71a4e65b7318ef7a138ec1ebd;7dbadfff6029e7c405b58989dd2ddd0d284102082e1193d81b94ee99e1600068
24;0;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;014a18a59217542d5c6ad112de4c5b1c49c4b249078043c1e6c173ee11473fcf;0
25;900993;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;015001edaacc26440be959f88b5f468418dce75c2f75db7e3692eafa3d7fdce8;79f9bf38e54429a114e3dc830334fd8ec0df1e80aa4e73f6a5276c626c5a0223
26;935557;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00e8dcaa59b57ab0aeefc8f5af9c34a959670ebcceac301f12ca085e37f9e4f3;b06033d5bdc519d99cb6f3f8474b11df7814d3cf2da77e460638e23fe0c66035
27;919137;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;013b44722060afc281c1b0945602f8ce1702215f8f35579711bce67ee214ebd7;8c9b697fdfaeded20e3716b85fce6de7c64de758844eeface5f76e893fe98e2a
28;943953;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;014b8ef2d5353d3385aa0ff5e74884a1077b247c5c9abe1b282edac9b04befd9;7dbadfff6029e7c405b58989dd2ddd0d284102082e1193d81b94ee99e1600068
29;912043;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00c8aa2375f6c01ab2e2e10c0c3c007051201d8861286405274a1d2942a4324c;b2af42f186d97dd955ce0a115b0fc596c3fae0cd760f4f9805eddaf0ec54e4fb
30;966816;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00f922972e086436c6ad436a09d93d54294700f9c82dd2404f2f8e7b8b8731ee;cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7
31;958610;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;0148144512a7b84b549213fd4aa6c09030b3540f42b4c3917aa77fd0f1f7ade9;a77ba04748d014c8ba5828079b2f7591c816585ea7743f023e6a98562860d5ad
32;971605;04cfcf8c4b6a528e8308342000c90ca07c5cc612b838fe96f603826045f348bef7b45ca4421607da8a41e7a62025ded78e44eba472864e744dc2f61fb70b84401f;00b74842bbf064357adde771b81df8c04ad89437a3bb0f0e0f96124de42ef2d8;c7cd6fdcb91c84533d7f581718b0f54d59ef2aef4cc549022af7ce12564b6bc1
