success;error;priv;pub;curve;params;apdu;sws
1;0;6d4a6cf887584a636d4c3398b92a4074942a7d0996166b95b4f1f68f981d26c9;049ff9d5976b3dc1d5b436871ae2a7f839caa9a6692552b5417d23b04848b4bf9968378f595b2fea402394c177970d3882c870f6e3138ba562ce0d825e1aa9cd43;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;ae16bf41dab1566ffc4992980f91f89f30c49bfd48dc04e7f451924d6967f0ab;049126b7748369a5e00fd42029a090d93c9bf3144bb57ba93e2344c97694b1246ec70da5902fef575561fffacd43b605de8454b320e01d688cc0ae29005124aa09;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;a7549db32fb4ce28e0fa26f04e68216b402d286e498bf4250b0ca39c966f539b;0431daa12f432f32468f169415a4a507a3f1359d5fdce1e7331945eac0309818e30255e889d41f489371253135d8b06184fd2c26a560eca70e5ed57dbeac20a60b;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;a55aa22237d22e2ab92648d4047d7a993fac3a2667d87286597cb12e40cb21b3;041da58ea8f30635cf3cfcfae0eacc9c0d1f7bfa04284c2ace159ee9acce2a47725a97f369398c06308d9b841551da111605c9d3241a1479654e4da0554e0ac4dd;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;6eb3ff7345d339bc7c58650f59a879aa7977a7f63924407ecadb7307720f02e2;0472e675506385aced0b7c6d7d5200aaa939d3f2eec411be7adf5f67ed203d8aeba05b983e80c561d36adac57eead9a388a090c748d6c75c0865dd24e641df609d;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;b696ff9d8ae5899a4d093d8e7f8fd05e5b362ccef6fc6a9d754b70c744621225;0420fdd07daf30ee4f61ebc9983bc3ff586d5529273a576a0caedb5fe87735e1e278a7c0bfa30edbdb2f7116cea14d7d26bcc4ddfb33423b32d9101029c6f4d693;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;73fddcd3634240c0d8f3dc8e9e229872fc8f0090e7e96d1117e4b4bd6442901e;0426d4ceb65ee0435af82111dc307b62861fd261de1f710cf1b3e36cb9ff0daf4464cae35c4b158a9c46e08812c3af5fb501d39bcfbac226c4e5ba9adb43b839b2;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;24c0ad23d98a5d8bb6b20cfb62ee16c6cce7804c7104fe5c7995d6b264ff03d3;04835447df40ddac5f3e6ffba83218af7a24d67e3aca3269bade56e9323e01d100c24d16856092554e3047985caf34ef7817384cdecdecd1258a403b38055f46b5;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;9ee9a6e633cc1b79d55cf1c9fe8e83d283e9fdeea0084055a43ef802bba1b8f7;0449139b5b8c418522c285bfd7c6d1d8b9cbfa9cc0e529921a9645ea14388f7f5973802e6dde131e8a6dd3ebada8f3d794b3942a4f3f4b11af8c388d12ddbe2d83;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
1;0;02285992a07ba3277d87b1bff6b51ae924a24aea6c5429048133e57d487f646d;047828088fe2210767853f64b9c0d5ce9f2e9702267dc7eb74bcd5838e7152e4fb2d880186dabc4a7762343b2491d8ebb9e8e9a13705901bf903a3da45f31b77aa;0xc7a3ef9fa4ea63b537eedefc6bd52c3f35dc45be933d44270a1536c2ff9b6543,0x395f3675858362cbe7ac0d3e85708750aa42428368ae6ab1fda0d2a56255039b,0x61ca87695d4f6147b35975326eeee1a77f93226487315cd2419b4a1fe23f32d1,0x56e9a905d29f0f512cf709522bdd43a862d4e32c46268eec2f4c3fd9a70cb9d6,0xaf77a4ef604d33e3cf6c2ecaaa2913a5c51660e40365832ab98488950f3c348e,0xc7a3ef9fa4ea63b537eedefc6bd52c40f5e8e3bfe0f6dd05ac513edbcaa3cc47,0x01;;;
