index;time[nano];pubW;privS;secret[ECDH]
0;327896;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;11f3ad6e32b04b935466ddf75a2c2a342c5bf38e26c1c3b6261e17e873b33f2a;f3973b061c7b81cdbd8163dcee2e8dfae79fcecee1654dc37907e64a8f607871
1;353754;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;0f072cb7b946532ab60190ed9d558f6a6281df979bf3020769be8aa72ec0dea6;eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff
2;399611;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;3520452c660673d4abb4fe7f01acb4af157ab65c9314b510bdba99dc26a07c78;03d0db5754d4811cedb02c4e280494ea4c6244f7919df2a6a5a28d12d78e427c
3;314371;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;020bb07e71ed986895e807ce1077ce29ef7aecc30587753803c4975594b6a158;60400634ec58de79b1b4f407c47422a19e799d1d4c6c3ba7f2d2b1985e3fa206
4;327926;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;353b074f560761f34c85970e590af714a1c6597398cbf5266a5dd30cecb9dd4a;55c9a96c8e476a46238e1360612b364dadc980e09980af2bd03b9b8c79bc19fc
5;320813;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;229b8cfb88236175272c33ebd309dd9eece7dcd3fce5ca1b7db270cbb24fecf3;03d0db5754d4811cedb02c4e280494ea4c6244f7919df2a6a5a28d12d78e427c
6;345479;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;37b57039715c73cf7d366614a0e5b417477dbd1f480767c6f7273f6c7e6cf2e0;eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff
7;328687;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;3f139a6fc38c0c0f37350ee95be2a0126fbfaedde857646dd93274efe5a5d04e;eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff
8;332985;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;1d3590982310febe6420d03be35633f9497133d3de47174d869cb9d7cd38c546;03d0db5754d4811cedb02c4e280494ea4c6244f7919df2a6a5a28d12d78e427c
9;352282;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;042b6cb8800bef98ef3dec0261c6fef195c4aad85839c4ebed30a0ba973c3d29;559185ed66850c32eb466918382cf6b77c0704139a5335084d687c44b06a0b09
10;344737;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;3b666bc32fc87237356fbac0c993c9ee1cc2d5c50fe69f0b45b5a3a981b0b207;60400634ec58de79b1b4f407c47422a19e799d1d4c6c3ba7f2d2b1985e3fa206
11;373101;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;0db50c43ea46d6ffbe43b781041f97e6e4ec69f0f6eadc5d599b01f15a342585;60400634ec58de79b1b4f407c47422a19e799d1d4c6c3ba7f2d2b1985e3fa206
12;388280;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;3aff1a625e42003e8b1b0e1810372cfee0f605e539cfd7afeb6621e0352b2127;559185ed66850c32eb466918382cf6b77c0704139a5335084d687c44b06a0b09
13;400994;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;05a5892cfb4762afac42f6a8df3bef5b941d05e4a4dc657e0e5eb5fb1e54a354;55c9a96c8e476a46238e1360612b364dadc980e09980af2bd03b9b8c79bc19fc
14;346811;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;086dc0aa4d8dd3222169ab7188561acd73b49f3f5c791a1520b58235e5ae3dbf;7d9836f8e675065ad3c44e72df99cdc16807a4180cc1f2af5208e73254f94b3e
15;388249;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;1b82ff6220860aeae2ef81ba505476a75f13c5f8fc610759fff3f48a547895c6;7d9836f8e675065ad3c44e72df99cdc16807a4180cc1f2af5208e73254f94b3e
16;396344;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;07efd280b32533456d18df1b09f1c067be7aa37b1c352b7e208e0ec771b304ff;eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff
17;357061;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;371fdab2cbea1078e5d0b0852e38e86ea233d847ce9ea1d28f9c7bdeb3754a54;eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff
18;337794;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;24f060d3871a5dcaacd5e4a3ccdf37c4b02cde06ae098b30e33e51beb5d7bfe8;55c9a96c8e476a46238e1360612b364dadc980e09980af2bd03b9b8c79bc19fc
19;374964;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;2b35c232e68278664bf4836475d3bdfc7aa2f54976ae0aea6d1ba76bfed3faec;03d0db5754d4811cedb02c4e280494ea4c6244f7919df2a6a5a28d12d78e427c
20;338937;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;2af61e2b6f35f31141698856776d4eeea86f70e4a90011056007abd284442c52;7f333026badf309118678b2182bf07731df4426d4543648026c62f8e1fb6956a
21;362521;04eb18bfb2a81015b1ab9779b1a6f8fb1713bc7824490565adf37b04c6537dd0ff8f27019de59b18b36436985167970c9e7cdb4d09eb82f1d028d358cf92e15895;1882bde37f491cc4204b917963e8863db869eecd3fa6dc5185725602466538bb;da76ea9be8e055179e016fcbeb8fe17a2eccbd5209f8eec237ef03648e282564
