index;time[nano];pubW;privS;secret[ECDH]
0;494799;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;039cbcc7576b9b03356a1dfeec8c682ad8f7eb87a2fbb48617b3e974e9aea9da;cc1427b666f338dae5b9485689366fc9e8d208202fec0a5f1d2183dff9588e2b
1;467397;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;02bf9acbf8ec9b94baa4f036c44607888166cb7863789a95255290e5fdaebe69;58f247461850b2d02b7907829ef4619ee054bb44c00d74743669300c30728975
2;727506;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0390699d3138b3ec7602474932ea680b5d080352e3de8e390b74764d442564a6;5341efb3263bf2560b1b85d1206e708200f1cfe21b80471ea4942efea741524f
3;680117;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00a8ccf583df710f958dc762d2c09f335324b5b4a10ce95d1d71cd2875cc7805;6fb5d9544c3eceb46662aae23fefdd1103c642cf9f3d15d51b7ac2f862bc9be6
4;495982;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;4ef05424a161266f08874795ee075341c36b3b0358cdae2ecd24a3ce50b5aa;ec6a7b4fe8ea2054f01ab6cbcb120a3bc7cd3e3739489d887fbcfa3040e1644a
5;487386;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;010a980a247735d955d7c7ea36b0968caa6a41d53cd11b95bb79c63d254248ad;673a0a43ce4488dd6ace4068e9f342bd932a6b3daac7af850d4266eb47b70d97
6;494108;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;010c59ac4ebd0086afba854b4842292746e4082e813911f4f95646ad2daec6e8;f6990026300f51cfe6fea1b40b5a9b77601f443296c3bdb20bb29d324da67033
7;625404;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;01c06f3b5ef70aa9758b5b9fa9cc12dd5cb5c13653be73f2a3edc082f7b59457;d894a6608351b33830690b60b41530f921bf0c8e013166c6dc76f00f80beca09
8;593585;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00d6eb4e943ac9d80d9a5ab2b89103eeab7820c9b38cddef9611f9c6043a785a;19ed82e608ac6ea72cf6b132070a1e859a2ffb9555c1e904e0c53e73bfd45e16
9;487145;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;03877bc949cc5b0d9cf20b3c7c3a200eb689441032c4e1b102f77d30b5cae2e1;a97f07bba36721548aba16e8c3c7223c2ebb761feed9ebaede75eba562b01282
10;642376;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00ebe38d11741c41b0ef43a0a95d233864ec611dce5d44eb5a027f0baaaa5deb;1c566db664f88b2b89af2f369b4ac48f2ae06ba4af56be00646f1a6d59944bcf
11;501071;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;026994faef6477ee5e0d2a481b68c977ab1005d67f0443425ead38cc26cc9df2;ec6a7b4fe8ea2054f01ab6cbcb120a3bc7cd3e3739489d887fbcfa3040e1644a
12;501101;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;036628dfbc34a69ab1b6f07e94f2dbff710565a34262ff8aca01d4b6e1db699d;01e00b544d0bfbd58b45cc580aa6e75f944dd817bc5d730baca46973ceffd49d
13;469181;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;018a2b0cf62e2cc2f1fc36e88a49e3f8d5a3f737741f1d488852433046d50058;135ce881d45741b176feffc80a91618dcbc8126884279f0903b91758242f5f03
14;483879;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0133d44e836284c65da87f43521bb18d5cd1efb3cfa04d7f342f90c7f2bc0a21;2b9a7cf89c6c588a20d3655dc521fc77b66ef2c1836bd10542da63ffa22e7b26
15;501001;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00aea70041de3439a1986dc8fc14c7ece06204c40e41b2885063f1fad5554268;d894a6608351b33830690b60b41530f921bf0c8e013166c6dc76f00f80beca09
16;671351;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;242429cf138cf8a1bbb1fe0854a34e673ebe1f32ecae7c2e642219a89597ff;12909d5ef8c00fa5e4c7f93a7126d76942709617ed8d81980898be6b01fa64f8
17;503155;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0125d981dbae5509886ea34f3442a2e27108ad79240142dfe164a42b921a8de9;fe116ba4a6fdb57cc4abeacd8ecc5a2b24b7f077756817af2469aceacc7c395f
18;512743;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;03b24d8fc3c665b845b72cd0d4c864a2ede7bda13f6ed48f8ed277461c052b19;fe3d6007194b5ae824ee22a4c003d6643fad71ba7090d3c0e9c9f7c2b20258b2
19;494849;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;013cdcf1975fc8a06990ce5baf790251548004ab9540c7d42b259be28455ed73;2b9a7cf89c6c588a20d3655dc521fc77b66ef2c1836bd10542da63ffa22e7b26
20;498246;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;033e502b16449cc8478fb46300e0f7b01067cb3223c999a2fbedc36b898347bd;d7796a5f068c500d3db10820bc75f8451a8024f0acf9e4be1734cbd20f116904
21;491964;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;02e1a9fa3bb576c4a73cc78ba469d6b671de45210b45cd0006ee51474f6d8bb0;fe116ba4a6fdb57cc4abeacd8ecc5a2b24b7f077756817af2469aceacc7c395f
22;483348;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;01f82ec07d3056672af1e294a728fb40acab0e48023c6e76890c29280dff28a9;135ce881d45741b176feffc80a91618dcbc8126884279f0903b91758242f5f03
