success;error;priv;pub;curve;params;apdu;sws
1;0;0xe168d4175de1d10e88735743b106203e3c6ec513472aa08abb9fe7be4d094aa2;04e4dc7807dd34764abfdd81ac59565020b1cfca4c129cb57db47c34fe82f502da4c1b6905af161850c0ef1e7a8489513b7ce7562391b0902381e5d2fff30d60f1;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0x8aa0cc0910fde90f4453edbb819a3210fddedd9779ca248688a79844f5681cff;044b418b3a677899594ea350fa755deadc5591aa89bd15334aee4412ea1398cd3b80c30d741caf6fc68321856a36ec0b12dd6310c73c10ed0831216af7306095b0;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0x3ea0e34542e8dece482b41d15a03dc5c14bddfa4386bccbf736c4ab9336bacad;04adb062ffa00121580d01a79c35f16cbefa1a71f2d5422ced62d74a5ee94e937068f5146cd2c15dd17514a4d7149012f1906fa7bd012d9182dbf93ef4eb5a16da;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0x94edbb1badd2b161a8f665cb457d8555ac62b4479dba33c9435d9767b5e3e6fe;0452b20c7710e601bb3a78f815cf3faf44ab53e55d117f3696bba8e2f4ed828810a83bf9588e6cf1bd5b3dc9657d181ae77626f94347ff75f1f5b05bcef2fc9836;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0xb21fd22ebda8401a866e299758bba17a45ed36407cf3ed022af2fbf74767dbb9;040d5d3355b281274d4f82738192a2d4ac7304c09da697b799bcb17a7519dff8c7ec0aef178c4fbf5b4e48105880f6b494943e1d78af5de520660292112ebc7855;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0x1fba5d941b6b29c87ef113c64c957104d6ef704af458bb7c93ddfa4be16904f4;045f6284211cc04c49a8d3d12f0e24a1bb8b64d79805112b1ab7ecdf2934afcb85c3c92d65c18141eb28d11808097f0d9b89f7c193d9d482e21840145612f9b216;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0x92d600f0442fe2bbf16bbd071a0fb10c4f6ef733aac002055d1bc295e6c2865e;04e84d52cfee29898f135a7a7b3ace3509bcd72d57a9786e715ba1eb3ca16230ba7683f832cb024121fe94b69d4b6cfbf6ae9b8ff0805e9b6fb3a4385215fde8e8;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0xbf4661bb675bfc9d39bbdc51729b2b26ae5af23d88cc5c3f68c408ddd380bdd5;048952c32e8d993925de1a8939180077b525e8e8c619c5e75ad55d0ca364b3ed8aa564dc6e99f7d4d8220f61b104ccb5f959c5d8f768b958fe40575ea003563e1b;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0xb2edcd97eb475d9a7869fd8c8aab8445c20a908d47a31527dece22c451607367;04de62897820c1bc601eb604e76bf7e020ac5dab6af18d9090c027ad8fb5a43dffd5b078b75c5109741e080d7135789e688742178cec1a27b863c2f050b5c5f4e2;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
1;0;0xdbc365cc6f56df4afef0989254bd2966d69bb415f852bdb858e6f00a3747f6e2;047eb40ff2062592bc937fc39422792465d630c8bce5d1a5263d3df56985deeb4050557b4e0a6b3ef22c776278f5ee84bf959fac757c18cb9f75c2b81e83466c10;0xecb8dcb7d358db179fd979fc52eeb494480ced3b699cf2b77ed07fbacd85d6c3,0xa74011212537af49b9e8d3748d52449121b39aca5888ce01b8a5ae4eb3c288ad,0xae128b11adad3dedcfecca2e44643ee43e884f8bf2d37b6f5e3d71b628e54d6d,0x79d92e494d2e7e0b3556ca3c18a962e1f7514dd8553c740017ed0dd3cbb25a9f,0xb1eae884d207cddb96c5878f59b87d8c73643f5581cada70b2728cc3f2e805bf,0xecb8dcb7d358db179fd979fc52eeb493969d9e706dfcc23b6ed51d3265558fef,0x01;;9000;36864
