success;error;secret[SHA1];priv;pub;curve;params;apdu;sws
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
1;0;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;0x48fce0ec0d8878ec2de70b8eef53394348a7469ca7372457c3ce4ac75c237a35;042e4e9c908ea3f47886789436405536903473980763762f72ad7adcbe390b9fb84deb4feff36d3fcc2df49b05af6b79f97a4f980e431c3effeaa4bfd24dfba59b;0x9b6f3a1ba51bfe3a0f4c93699c30371c5708d1a80c282ad5e26778e1475c2add,0x128ec23ea042ea15cc705cfff9501096c35b7fd9af182d122a283ac1a3e9d116,0x1b7d000170acd91e899ccf3c86b80c065cba27925c0a604befaf8ac84f1c23f0,0x4364a54533832a9ad9e6793b5cc6b9fe9dd9fd576a56ce94dfe758e4fa4c0612,0x53dc18eb3907aa72b46e564e68ba6030da67bf5c4744988ce0338a7e5fc4f06f,0x9b6f3a1ba51bfe3a0f4c93699c30371d9b6f3a1ba51bfe3a0f4c93699c30371d,0x01;7dae1c58593aa1554fb0cecfb1c15cc523f6827e;900000147dae1c58593aa1554fb0cecfb1c15cc523f6827e;36864
