index;time[nano];pubW;privS;secret[ECDH]
0;0;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;4a3fd795662c103f175af21a61d3ee83bde879a9a76a30f997a53f8966ecd67c;0
1;0;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;392fc8d1f7753608e7e3073319c4853ae3cf42024687f823505b4e8e01882432;0
2;240772;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;1bceeaa5e4cf37ae36527f40d45d4cd1947363dc3395903a5a8a31d9b5f2b3a4;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
3;241824;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;4b6ebeb5fb40ee5fc8bd6e13c18983b338df6544e469b6326afe317fb07f71de;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
4;277191;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;177b9530cd3185e6a86f8199824f0f841e6c8f2e05a68e10b05156ea98e42df4;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
5;271971;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;1e68338541fdce8468ca83eb7886ecf3db3ab7001db243aae9d9b9f0f49be272;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
6;248858;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;306863f65347e66dcd1af9dd23a383e05e975b5cd684d820f8b56996e04b2265;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
7;295175;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;3248e283fee9fd2a72c26a1dbb1b916ab408f7807e83a5925701694fbeee5d24;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
8;267843;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;43fb4b69290cfe2862cd5adbd4c393bc6766f53444b893f3103a0813284840e1;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
9;314180;04866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f59e9893a290a8ab4507f241f384ba3332758054adf7d8f3156ad02afed128deee;11d46c2cd798a851e619261a9eaba7da57fbd6111b9ba39575c455e320df89be;866a59a3c8c60de3947700bff2c91be97749114e31fc389727c55ae7aba9f6f5
