index;time[nano];pubW;privS;secret[ECDH]
0;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;01579c4ecbd32a8d5dd5449d4bef11cab6f8ff15fd48944692f606a156ccd762;0
1;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;032248bcd574cbfdd8b70b1ffed268dad343d0e1c32ea3ccff7fda37e55e7d06;0
2;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00dec321485bc260dfa212cc9c34c736abd28f14d6b9e339b68ec7b981435ae500;0
3;1617508;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;6fe4e25d23df6f5f6284452edacb105859695b60e79efee20772c1850a60d400;f6990026300f51cfe6fea1b40b5a9b77601f443296c3bdb20bb29d324da67033
4;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;01b9c9b1a85f0728670a254053f6e7dd5bb886b1df596e291da4132d721720b0;0
5;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;2c3cdaa533190919f20bfd6c086e2ef4dddfd8a443b45598df617ca09487c100;0
6;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0396ccb59708e14b8a915606c88b8769a699bc420624166ea793ca5960159cd1;0
7;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0395450233474fa32b6e258f648546e5d68ec7fd9a9a41f682308540c7e666e9;0
8;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;02d88b229965e82aae495acba2e14892ed361f2d05f1ae87fc3639d8dd04a59a;0
9;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;020e72fd534ad36fc9d214295e645ddc559bd333ec5282a871cbfd71109a13d1;0
10;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;025c80c938675d234e05f54e386274d678281364917540a3703fa667edcff59c;0
11;1678693;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0100718e98a51d077248687088a6a2070bb7b78a142bd958bc99741b82b0ea48;8d950b7b16b3cab11043fc0853ba2cc7d8b8d33e726f62adabf991b46cb863f1
12;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0299618ede31e81112688c9be1f5c50e81ac1870e1535ad47f97c44f4f5ff0f2;0
13;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;6f213de970aa4a260190b89a67596fd6950a12e568c9ce32d0af7dd4b4b59100;0
14;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;01619b30667bcaf3a73729fac4d3028d03778bed67f6dcb2b084d318b1081c83;0
15;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;015119b9ac6990b415da6bc43508ff0ca25daf94d795ecd639bf0c52de25431d;0
16;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;03d74ed8ef40273109e74365f0404d37e6e3f92adb64bfbca1f7250fe5f47003;0
17;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;03452236cf7960cbdf4a2eabc2b3a33295dfbec8dba18771df58ffcb4be3a9bc;0
18;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;0345a790c66b83b116cf7d801caaf2230f3b50ac6315df2c463eb865ed43ab40;0
19;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;1b0afa3ed247b198e8edde7a80e00cb733b6716e9a66dd6bdf0fae3a1a54fd00;0
20;0;04dcc68d7325c310b51ed4dfa191e506cfef02d6e1eb9ad356b53f984e4cd4f6d0dcf6835e50f09ef9b689816196fee67d57f60f04695aebfa5575cfe8615277e0;00b27f6bdbfe4f5b749bbecc8b2a7cffd0a3af141b70202912c653df894054a600;0
